id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
0101,.33107603,.50067228,.62758875,.31934199,-.17756669
0102,-.89127415,-1.0147384,-.64184892,-1.2924875,-.43167034
0103,-1.9815774,-1.8671467,-1.9572523,-1.5833259,-1.8655037
0104,-1.5933682,-1.4785804,-1.4629323,-1.3429173,-1.5657333
0201,-2.8991683,-3.2739897,-2.7642305,-3.4601216,-1.4094639
0202,-.5270142,-.70798373,-.27706712,-1.0766242,.00017630303
0203,-1.8091898,-2.0697157,-1.1639107,-2.7849572,-.86436313
0204,.19726512,.36373803,.22631948,.46714324,-.25294843
0205,-.13341516,.20135474,.21894279,.16268712,-.95834547
0301,-1.373822,-.58895314,-.94937718,-.15944685,-3.0585909
0302,.75178891,.796619,.90480328,.60411006,.47704187
0303,1.2323966,1.1608895,1.1779958,1.0242769,1.164542
0304,.54762727,.6609292,.57891029,.67711473,.15702306
0305,-.16912986,.23142035,.016780728,.42747682,-1.1332216
0306,.14525354,.32856956,.39875892,.22298557,-.35578933
0307,.64675045,.71560669,.94048274,.41191259,.32170892
0401,-.87452412,-1.1890332,-1.5308239,-.71704584,.13064341
0402,.93790627,.68392628,1.0259905,.26347795,1.3637321
0403,.034345217,-.22160217,.16710655,-.59691823,.64278495
0404,.83752578,.65061992,.91659623,.31150484,1.119987
0405,.45187992,.30160469,.51902199,.048020903,.72322696
0406,,,,,
0501,-.89502972,-.82190287,-1.0094436,-.5455364,-.88395846
0502,-.38225576,-.47608212,-.72921216,-.16802783,-.044489175
0503,-.38345498,-.38816535,-.76221496,.034695074,-.26098627
0504,1.6560296,1.617781,1.6065633,1.4633006,1.4210099
0601,.68450838,.48856047,.5202235,.40601528,1.0416166
0602,.26972446,.42427212,.32954976,.47774488,-.16858856
0603,1.1517912,1.0363028,1.0513088,.91462225,1.2120376
0604,1.5636702,1.4415332,1.5586202,1.1737459,1.5488353
0701,-.99088353,-1.3985595,-.2896229,-2.3906679,.14491045
0702,-.20274667,-.43321124,.023344541,-.85629594,.38262185
0703,.62247288,.48972982,.65981001,.26532117,.81919658
0704,-.099920295,-.26054963,-.35766396,-.13437174,.33678749
0705,.11234395,-.0084386626,-.23529208,.22473218,.41672334
0706,-.0668917,-.027713945,-.18713377,.13838023,-.13871346
0707,.4447796,.44071341,.29322845,.54653007,.37878057
0801,-1.8528342,-1.8067476,-1.4861968,-1.9496481,-1.625718
0802,-.22751909,-.26853058,-.18370171,-.3278496,-.085157849
0803,-.80679858,-1.0665078,-1.0699985,-.95352042,.015396978
0804,.96296537,.90051264,.87294203,.83636254,.93030447
0901,.2876699,.42874256,.20299594,.61592972,-.10834487
0902,-.43048123,-.0090001058,-.34779906,.33886412,-1.3840778
0903,.85201353,.87614864,.75393432,.91141617,.63021183
0904,.51903868,.58774644,.59435827,.520679,.23953481
0905,.95517367,.99255639,.97690821,.90675449,.66946906
1001,-.76508647,-.72619474,-1.3351129,-.028143007,-.65562755
1002,-1.0120102,-.87417299,-1.4897153,-.15415692,-1.1035724
1003,1.2106147,1.177292,1.2138584,1.0190687,1.0484315
1004,1.6620616,1.400265,1.3875029,1.2696811,1.9937021
1101,-.66963935,-.56432772,-1.0698327,.011219693,-.75729001
1102,.28714231,.45439595,.31014153,.55550075,-.18252563
1103,-.42284247,-.15671748,-.55455005,.26675329,-.97815859
1104,-.3614794,-.19152677,-.50936002,.15359327,-.69203061
1105,.98065579,1.1426758,1.0995145,1.0696476,.37574241
1210,-.9497301,-.89507335,-1.1444535,-.54787481,-.87523073
1221,-.5303151,-.43078807,-.54863179,-.26591796,-.6658808
1222,1.7262068,1.4637202,1.5942464,1.1798947,2.0339148
1223,1.5505664,1.5179902,1.6427583,1.2344937,1.3102285
1230,-.31084183,-.26093566,-.35372844,-.13914363,-.36677498
