id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
3061435,-.72215778,-.014612492,.01921678,-.04657957,-1.9916437
3061441,1.5672926,1.1810083,1.350468,.86104268,1.9139794
3071536,.81612331,.85941774,.97771323,.63159931,.48669568
3071537,.95831245,.91990077,1.0344461,.6881246,.75910574
3071633,-.58949924,-.58498853,-.092007965,-1.003419,-.48722333
3071638,.86549205,.83086121,.92038906,.63544953,.68693519
3071639,.85861164,.69194263,.88096344,.41474158,.94512564
4010101,-.77897447,-.8293609,-.89431375,-.65871543,-.45085225
4010102,,,,,
4010103,-1.0594871,-1.5109409,-1.754894,-1.0744356,.19718847
4020204,,,,,
4020205,1.5234079,1.4766364,1.2115512,1.5535411,1.2246456
4020206,.70802295,.43738705,.72565925,.093374841,1.0414265
4020207,1.3159527,1.2325391,1.0849915,1.2230135,1.1383862
4020208,.34313715,.6871143,1.0262055,.2604582,-.50150549
4020209,1.5411892,1.4759924,1.3573507,1.4065357,1.2601088
4020310,,,,,
4020311,1.0549829,.79937774,.87726742,.61961651,1.2830453
4020312,.87041575,.66611427,.8691836,.37815624,1.0301689
4020313,.5324825,.31515396,.50856745,.081577688,.81430322
4020314,,,,,
4030415,-1.8541319,-1.4276392,-.38666987,-2.2866724,-2.333039
4030416,-.24450761,-.78796434,-.0033083854,-1.4722033,.86677444
4030417,.34122613,.29817745,.52572727,.032628316,.31133103
4030518,-.076759562,-.30686891,-.082943976,-.49168688,.39784288
4030519,.14674129,-.14974809,.061135452,-.34154794,.69815326
4030620,.11939104,-.073811114,.33917049,-.47738633,.44280007
4030621,-.29382786,-.79731458,.19694851,-1.6899691,.72603172
4030622,-.23995879,-.44664162,.058372065,-.89473593,.20160723
4030623,-.10211594,-.69039547,.12470198,-1.4175099,1.0592315
4030724,.49359941,.33715487,.64950109,-.018157898,.64737523
4030725,.68995875,.6296494,.63323283,.54582435,.62261784
4030726,.45419019,.21586895,.35924748,.044980381,.80663651
4030827,.209176,.054202981,.13462745,-.033129036,.4637008
4030828,.6996606,.64223254,.69970584,.50291407,.61791766
4030929,.67816675,.43976679,.91446495,-.090974621,.9332298
4030930,.88687652,.5666281,.75937921,.30166671,1.2835201
4030931,.63612413,.46322224,.37975669,.48765537,.82643741
4031032,.75301653,.51336724,.69865656,.26265511,1.0206085
4041133,,,,,
4041134,.6745801,.62907505,1.0516062,.1263755,.53628927
4041135,1.0805379,.89156246,1.2830659,.3864395,1.1300169
4041136,1.1357799,1.0547223,1.1665128,.80851942,.97589421
4041137,.51397669,.56598759,.55180609,.50804043,.26463819
4041238,.72854263,.82369548,.81585389,.72656649,.32938525
4041239,,,,,
4041240,.91690916,1.4465297,1.2952982,1.4134176,-.42013139
4041241,.86012572,.72662419,.97976822,.38088021,.87064075
4041342,-.074201539,-.25364822,.14953586,-.62450773,.2756016
4041343,.65294051,.51740527,.69404423,.27482888,.73345679
4041344,.8479014,.81472135,.90061659,.62499917,.67161775
4051445,.55681592,.31498903,.29085368,.29898262,.90578127
4051446,.64349139,.57082111,.75290585,.3159917,.5957303
4051447,.40779898,.48470736,.5480215,.35962281,.12815134
4051448,.60518676,.38809916,.52905995,.19767958,.87185311
4051549,-.12257063,.048915837,.16060802,-.069010116,-.45585278
4051550,.51614618,.26402825,.5694955,-.075086415,.86272359
4051551,-.017415829,.063843846,.22137995,-.10182843,-.19777966
4051652,.63214821,.5718528,.67733061,.3934989,.57003254
4051653,.30823544,.4030678,.60175931,.15300989,.0047418927
4051654,.95666075,.68678355,.50859249,.77745187,1.268894
4051655,.17157698,-.018075002,.60862768,-.64247423,.4503842
4051656,.91002959,.75982064,.85769063,.56512016,.95780206
4061757,,,,,
5010101,-.22674008,.15444371,.12520379,.16400155,-.95078492
5010102,-.51354229,-.48309913,-.40762314,-.49700963,-.44177943
5010103,.053023953,.079298936,.45659843,-.3081063,-.056312557
5010204,-1.4001503,-.75874472,-1.2288762,-.1919198,-2.2902844
5010205,.98011559,1.2155819,1.0306305,1.2456212,.23889439
5010206,-1.3977616,-1.225055,-1.8852539,-.40873682,-1.2966769
5010207,-1.5841265,-1.7890539,-1.638921,-1.7111924,-.73444122
5010208,-1.362932,-1.097995,-1.2979883,-.75807488,-1.5116689
5010209,.24784689,.21527858,.051251989,.35187036,.26383653
5010310,-1.2338188,-1.0197874,-.91767102,-.99194366,-1.3450658
5010311,-1.5502443,-1.2660607,-1.608959,-.76181751,-1.6715683
5010312,-2.0631914,-1.8368597,-1.8436691,-1.5959635,-1.957576
5010313,-1.4543959,-.87738997,-1.303584,-.33938262,-2.200597
5010314,-.63049901,-.80145949,-.78532422,-.71545786,-.10234559
5010339,,,,,
5020415,1.3398618,1.3101265,1.2069585,1.246334,1.0396416
5020416,.66565758,.72394454,.53588217,.81974846,.37958586
5020417,.38592783,.55837435,.30860314,.73698711,-.052413888
5020418,-.16533281,.14416105,-.19105323,.46100363,-.72531408
5020419,-.96751666,-.92144763,-1.443777,-.28169033,-.73827243
5020420,1.2827692,.91211313,.86568761,.84230024,1.6991794
5020521,.80108982,1.1084543,.88406658,1.1915822,-.035177916
5020522,-1.4097056,-1.6179669,-2.0619802,-.96776211,-.5384807
5020523,-2.6088033,-2.9922016,-3.3825877,-2.2204936,-1.0465325
5020524,.67298663,.58583248,.50931287,.58769441,.67453712
5020625,-.42545506,-.094873026,-.33765039,.15999483,-.9665997
5020626,-.77757591,-.69209975,-.74616063,-.5498386,-.73266268
5020627,-1.2005876,-1.4477552,-1.0917847,-1.6192259,-.39193958
5020628,-.43145382,-.65565741,-1.2565348,.028776029,.21728708
5020629,1.264801,1.0210197,.94783694,.96408504,1.4260269
5030730,-.17343943,.19857399,.27619919,.095642798,-.90466511
5030731,-.90886194,-.94362795,-1.1848741,-.58212727,-.55823857
5030832,-.22694087,-.42692128,-.53071564,-.26872066,.26182941
5030833,,,,,
5040934,1.3020525,1.0410814,.9137916,1.0356972,1.4943013
5040935,,,,,
5040936,1.4133977,1.39615,1.3060477,1.3083289,1.0654379
5040937,1.4799153,1.3542751,1.2922121,1.2437512,1.3351777
5040938,1.0103756,1.3883877,1.1698992,1.4299419,-.031217547
6010101,1.1040053,1.1344324,1.1486747,.97561973,.73220849
6010102,.48746294,.6903708,.66919708,.6235646,-.066584609
6010103,.7394433,.83625311,1.0520869,.5138483,.31003901
6010204,.50842601,.35849538,.44021711,.23108749,.66908926
6010205,.53523844,.49780405,.59452373,.33764493,.45362628
6010206,.49800789,.40608439,.64550751,.11491042,.52454841
6010207,.42178968,.39885998,.60247695,.14441282,.33031169
6010208,.34351951,.38965642,.72627062,.0033849736,.1164977
6010209,.43194506,.46424937,.53363502,.33570042,.23740342
6010210,.70662731,.48330069,.64811742,.25689277,.9554649
6020301,.41774377,.18462804,.57647383,-.23074649,.74312574
6020302,.8079533,.82055402,.7836017,.75293612,.56093556
6020303,.068079092,-.047080323,.10227719,-.19043799,.27199855
6020304,.36860922,.11983752,.054360863,.17004226,.78873795
6020305,-.44125804,-.22137065,.10892506,-.5234552,-.80944282
6020306,.77243882,.84572619,.85108644,.73258781,.4049935
6020407,-.21265228,-.3575609,-.65318382,-.016370924,.1783637
6020408,.31387338,.16107161,.15410818,.14750831,.54405367
6020409,.5586006,.6192072,.47311834,.68638521,.29304776
6020410,1.0589677,.98761922,.90477908,.94459856,.92101896
6020411,.73113304,.6874187,.6018486,.68538511,.62740898
6030501,.83594626,.96868789,.90287799,.9110496,.33513838
6030502,.31175482,.067035705,.27792686,-.15239839,.70992202
6030503,.89843285,.74586248,.93462449,.46204883,.94466507
6030504,1.0168024,1.0858877,1.0398024,.99358892,.5955407
6030605,.95544809,.86888379,.88987547,.73716283,.86681104
6030606,.53120977,.46449542,.41425711,.45553908,.52704293
6030607,.63829339,.95836359,.90987045,.88472426,-.19771405
6030608,.99847215,1.1333765,1.0848382,1.0374788,.44611993
6030609,.75576115,.85135788,.7694602,.82475972,.35598248
6030610,1.3442366,1.183808,1.148394,1.0683591,1.3065416
6040701,1.124474,1.217751,1.1613301,1.1189834,.62419736
6040702,1.0747077,.5127303,.88364118,.076477788,1.9012827
6040703,1.2386396,1.2115786,1.2187999,1.0499555,.94930619
6040804,1.5777649,1.3649323,1.3299667,1.225953,1.5836807
6040805,1.1106256,1.0479352,1.1861643,.77615881,.91685128
6040806,1.1394427,1.0620803,1.123112,.86569864,.9762733
6040807,.75879884,.933671,1.0176158,.73074043,.17619565
6040808,1.3072336,1.350964,1.3505592,1.1792036,.85286373
6040809,1.4568216,1.3800765,1.3675883,1.2166897,1.2118737
6040810,1.3749453,1.2539337,1.0821735,1.2658943,1.2614831
7010101,-.33373478,-.42355323,.25718334,-1.0503128,-.12703127
7010102,-1.080019,-1.3592546,-.83754265,-1.7077451,-.25605896
7010103,.46680063,.15128937,.50384068,-.22054204,.95352662
7010104,-1.1326141,-1.6198821,-.80179971,-2.231529,.10575391
7020201,.59285867,.44993857,.64846706,.19407053,.70307624
7020202,-.17403078,-.21956317,-.32987639,-.081269123,-.019482398
7020203,-.29953393,-.56207311,-.059539624,-.99297684,.27467126
7020204,.12385151,-.059891265,.52475423,-.6369043,.40815938
7030301,1.0702275,.8814339,.97458935,.67594975,1.1539154
7030302,.81219405,.69898427,.73513275,.57375818,.8170476
7030303,-.0014594602,-.21217005,.019925684,-.41722712,.41110489
7040401,.13386026,.075941667,.11898974,.023215694,.21210881
7040402,-.50493652,-.26167732,.11733267,-.60733956,-.90903366
7040403,.04189397,.0050884467,-.15316458,.16269301,.12336308
7040404,.35955226,-.16618556,.1862386,-.49743128,1.3119636
7040405,-.20370014,-.19557127,-.45420718,.087987967,-.13637504
7040406,-1.5453538,-1.7168783,-1.6898259,-1.5251342,-.76262194
7050501,-.38016108,-.37085894,-.7052772,.010821071,-.2581096
7050502,-.365482,-.24805166,-.42247012,-.042021848,-.48868918
7050503,-.19378279,-.44089529,-.22926064,-.59634286,.34993926
7050504,-.37099847,-.28131041,-.34831184,-.17845917,-.44657645
7050505,.47861344,.254805,.096747287,.3803907,.82622206
7050506,1.0300113,1.0742304,.90808028,1.1034821,.66938877
7060601,-.80393475,-.71708357,-1.3395054,-.0032775803,-.69411552
7060602,1.0294882,.9637239,.84722996,.95740223,.89174324
7060603,.737809,.22664811,-.65628695,1.0806994,1.6860753
7060604,-.6550529,-.63863468,-.91327524,-.28260747,-.47761685
7070701,.63717657,.76445812,.51718742,.91430736,.22228923
7070702,.34305796,.39300308,.43180925,.30411315,.13992931
7070703,-.44148883,-.49928761,-.48427299,-.4506737,-.20041047
7070704,-1.1492947,-1.2143514,-2.0305429,-.24340467,-.60784954
7070705,.7922613,.95762312,.87827885,.91492921,.23742208
7070706,.46528864,.53772789,.1483842,.85854429,.22703053
7070707,1.1318862,1.138311,.81005621,1.3215011,.83850181
8010115,,,,,
8010116,-2.5878675,-3.4850042,-1.5882392,-4.937645,-.20951664
8010117,-1.3418686,-1.5042213,-.91425526,-1.9024915,-.69461626
8010118,-1.6942331,-1.8514256,-1.945622,-1.5212862,-.8868959
8010211,-1.5538024,-1.8490834,-1.3864889,-2.0760334,-.55845726
8010212,-2.1742623,-2.6867549,-2.2806678,-2.7504458,-.54994988
8010213,-1.8088278,-1.9537684,-1.3322657,-2.3262856,-1.0710884
8010214,-2.6308141,-2.3010037,-1.9916314,-2.3171391,-2.6153893
8010301,-.75236219,-.73597872,-.45727107,-.92089427,-.60660243
8010302,-.9615283,-1.001873,-1.2282728,-.64779592,-.58626276
8010303,-1.429399,-1.945732,-1.4244959,-2.2190068,-.016633796
8010404,-1.3119739,-1.5605377,-1.2978426,-1.62436,-.459521
8010405,-1.0522436,-1.255885,-.65406078,-1.697661,-.40124652
8010406,-2.168592,-2.4606719,-2.5305605,-2.0771987,-.95220268
8010407,,,,,
8010508,-2.7653344,-3.3044884,-2.8433638,-3.3444939,-.92712677
8010509,-2.8746421,-3.396697,-3.7645359,-2.5959878,-.9533416
8010510,,,,,
8020619,-1.2512079,-1.654379,-1.6723057,-1.4256206,-.065308921
8020620,-1.0281805,-1.2377913,-1.4211404,-.89669985,-.28803268
8020621,1.401582,1.1356382,1.1839782,.94257408,1.5577736
8020622,-.052258711,-.25993094,-.26062,-.22611666,.39288932
8020623,-1.6904262,-1.6874748,-.67492753,-2.4849727,-1.3338057
8020624,.43547893,.18952692,.59191263,-.23701185,.78141683
8020625,.20482938,-.094426021,.23965153,-.41647005,.73271537
8020726,.11241421,.30370703,.24595435,.32275569,-.30930316
8020727,-.12349579,-.080100983,-.4540289,.30403489,-.13934313
8020728,-.30732906,-.57347745,-.97038323,-.10348845,.37214583
8030829,-1.2842599,-1.4876976,-1.7990768,-.98672837,-.47204214
8030830,-.63516164,-.70826328,-.65614158,-.67012495,-.31241125
8030831,-1.5251312,-1.7047777,-1.4814821,-1.7108189,-.75205082
8040932,-.12282195,-.4574852,-.87176609,.015096958,.64919955
8040933,.042073093,.11802889,.16591713,.055099204,-.13219203
8040934,.59868497,-.030533232,.012204595,-.069379948,1.7320061
8041035,.74223351,.88752973,.66462296,.99733096,.2581757
8041036,.99055636,.84981346,.71973133,.87159652,1.0205302
8041037,.22051112,.1588745,-.1089862,.40648845,.31540838
8041038,.91927654,.87553865,.73320806,.90629184,.7692821
8041039,.51710922,.21240051,.58887291,-.19113992,.96489799
8041040,.51506907,.32692012,-.020375371,.6325534,.79872406
9010101,.31280905,.19100119,.14792256,.2097389,.48287022
9010102,,,,,
9010201,.47891015,.74485481,.69118476,.70360166,-.19998685
9010202,-.39810634,.11614458,-.071015202,.28850305,-1.3335446
9010301,.22668794,.3670243,.20595852,.48131701,-.11020464
9010302,.67727602,1.2190804,1.1262481,1.1565548,-.6245507
9010401,.46248391,.54493797,.40269601,.61773378,.17797507
9010402,.63421017,.61649138,.54366857,.61074942,.50220859
9020501,-.73619157,-.38629037,-.60822761,-.11512481,-1.2331367
9020502,-.18930022,-.25465187,-.41434336,-.062507898,.015834477
9020601,-.12192994,.23980249,-.29112637,.74017125,-.78148013
9020602,.00016744007,.62279654,.23191461,.93431014,-1.2491208
9020701,1.648244,1.2266736,.90984946,1.3871722,2.0972545
9020702,-.014624243,.28554577,.040032282,.49466971,-.6067484
9020801,.079107776,.38645351,.2480766,.47558132,-.5653643
9020802,-.45700786,-.32405654,-.89552653,.28871077,-.54471385
9030901,.99479878,1.1086997,.90822321,1.1678851,.50316381
9030902,-1.4134614,-1.1391816,-1.6376042,-.4955833,-1.5357815
9030903,.045349218,.11294405,-.23740266,.44889733,-.070158198
9031001,.87484986,.96802825,.78012288,1.0325694,.45821655
9031101,.86599487,1.0045797,.73865438,1.1424826,.36598608
9031201,1.3653014,1.5247972,1.3624961,1.4927802,.67198676
9031202,1.1709875,1.2155328,1.0538049,1.2223549,.7699905
9041301,.56710929,.3413499,.72326523,-.084066615,.83673346
9041302,1.4850883,1.4079742,1.2979121,1.3386061,1.2434131
9041401,.046672288,.27925786,.32904387,.19388361,-.45378947
9041402,.85824382,.73396844,.32826573,1.0461352,.92019683
9041403,1.4613568,.82831597,-.0024685157,1.5535411,2.4554167
9041501,-.78640383,-.59336078,-.57102114,-.54008335,-.97015697
9041601,1.4005754,1.3022321,1.2210172,1.2174923,1.2233611
9051701,.16037031,.36215028,-.22539961,.90354824,-.24011064
9051702,1.0583737,1.0025451,.87110138,1.0062259,.89358222
9051801,1.0729103,1.1724985,.97983843,1.2157369,.58838135
9051901,.51845449,.65431148,.49807453,.72716385,.10914723
9052001,.95411497,.98459107,.88336986,.96033734,.63620037
10010101,-1.3052051,-1.0647686,-.86046702,-1.1333776,-1.4621927
10010102,-1.158805,-.85068494,-.82517248,-.76778734,-1.4778407
10010203,-3.8243968,-1.6303103,-4.6063972,1.5535411,-6.9924707
10010204,-1.2584312,-.80523127,-.94446152,-.56338346,-1.8330019
10010205,-.54826635,-.58179367,-.61180174,-.4776426,-.32300767
10010206,-.80696267,-.32372737,-.54467106,-.061528299,-1.5607405
10010207,-.52386713,-.30092064,-.51308221,-.050410148,-.81773883
10010308,-.48349804,.31518036,-.32636377,.91655833,-1.9365273
10010309,-.31777322,-.34241325,-.19451082,-.446679,-.19399013
10010310,-.067402028,.069574215,-.11426362,.24454561,-.31307361
10010311,-.099574961,.36654952,.52629465,.16009185,-1.0551896
10020412,-1.9766169,-1.7520669,-1.6812948,-1.5995579,-1.8996457
10020413,-.43590251,-.61488527,-.72828734,-.42312306,.068504274
10020414,-.38689631,-.73077369,-.39717618,-.97124243,.39820319
10020415,-1.5936961,-1.5041206,-1.8926998,-.92385823,-1.2946235
10020416,-1.3656131,-1.2210392,-1.1304007,-1.1560702,-1.2949716
10020517,.066438213,.21166191,.090808228,.30554169,-.24026996
10020518,-.099144459,-.47122157,-.9757303,.093339004,.75344455
10020519,-1.5605829,-1.2521937,-1.3597374,-.98507214,-1.7542318
10020620,-.50937861,-.30928364,-.45925429,-.11989834,-.76651901
10020621,-1.5371062,-1.1234806,-1.1799625,-.92382383,-1.9608858
10020622,.077510394,.30014148,.051084772,.5109486,-.37912583
10020623,-.22879866,-.032709546,.095634706,-.15688534,-.58529651
10030724,1.3627163,1.4292351,1.3682965,1.3080339,.8520996
10030725,-.96329284,-.41645399,-.097713172,-.68212247,-1.862802
10030726,.30866411,1.1434079,.96018809,1.1809136,-1.4882866
10030727,1.4902399,1.4382441,1.3713815,1.3218188,1.1904646
10040828,1.133278,1.0861146,.99859262,1.0352237,.92501009
10040829,.083443552,.80564594,.73005217,.77856928,-1.4289644
10040830,1.3841008,1.2980849,1.2198431,1.2109005,1.1855983
10040931,1.2266445,1.1872689,1.2463799,.97685409,.96066248
10040932,1.1644475,1.2388079,1.3010827,1.0186611,.67964619
10040933,1.4455291,1.4117944,1.3266394,1.3170323,1.1222823
11010101,,,,,
11010102,1.4697775,1.34842,1.3721102,1.1528891,1.309866
11010103,1.3668964,.87273258,.62615091,1.0080944,2.0372243
11010204,-1.2339246,-1.0378863,-1.3601512,-.58335453,-1.262725
11010205,-.48199689,-.52210414,-.69680905,-.28086302,-.2461548
11010206,-.78577834,-.65478373,-.86111069,-.36501205,-.81676131
11010207,-.75584084,-.52533603,-.95909017,-.024633765,-.97727513
11010308,-.84183282,-.78141683,-1.1189088,-.34434226,-.69695467
11010309,-1.3454378,-1.1598679,-1.215111,-.95681292,-1.3498921
11010310,-.33395252,-.15423849,-.1608604,-.12796064,-.61289406
11020411,.11328685,.012651589,-.72075284,.74444371,.36836156
11020412,-.25593695,-.37149096,-.35022199,-.34541765,.052578989
11020513,.69379181,1.199657,.99894631,1.247485,-.52665526
11020514,.29376823,.10730259,-.20818144,.40911213,.63213134
11020515,-.28987226,-.15350896,-.33248839,.04503344,-.47288454
11020516,1.2175422,1.3013456,1.2196213,1.2172282,.71369809
11030617,-1.0942404,-.73652339,-.9337166,-.44546872,-1.5103879
11030618,-.053080045,.24475662,.17969644,.27862537,-.64884984
11030619,-.70317316,-.46515208,-.48881924,-.38220659,-.99844104
11030720,-.48401633,.37211975,.39417669,.30264038,-2.1265657
11030721,-.20504282,.37217975,.14440633,.55252308,-1.3204347
11030824,-.83322501,-.40881321,-.18722263,-.57830518,-1.5047911
11040925,.35965112,.053718179,.60819834,-.50760776,.83486873
11040926,-.19733396,.31449535,.18969558,.39921626,-1.1902487
11041022,-.56309342,-.2492203,-.79216617,.32548586,-.99938798
11041023,-.50368166,-.4784058,-.46859118,-.42725307,-.41696969
11041027,-1.0031663,-.30547842,-.6936174,.12159028,-2.1291635
11041128,-.35245016,-.18858369,-.2514652,-.10166933,-.5874095
11051229,.52039909,.45856363,.20304607,.65564245,.53094882
11051330,.77412945,.96745008,.91043669,.901173,.16399913
11051331,.88389015,1.0870671,.82752889,1.208071,.24431416
11051332,1.2889464,1.2520545,1.2248429,1.119706,1.0096561
12103115,-.89235729,-.98627919,-.84960991,-.99725842,-.463864
12103116,-.9325279,-.90083456,-1.3021554,-.38471264,-.69608116
12103117,-1.1380026,-.97572142,-1.0722916,-.7548067,-1.1475043
12103218,-.73815167,-.61620557,-.72525418,-.42862856,-.77397007
12103219,-.75715035,-.39048463,-.75731617,.026109723,-1.2676151
12103220,-.42542979,-.20771128,-.23534656,-.15360557,-.75547135
12214125,.54895437,.52175063,.3643344,.61267567,.46933284
12214126,-1.1758657,-1.0699996,-1.1796982,-.82394165,-1.0564796
12214421,-.42671025,-.73973739,-1.3195482,-.065655448,.40261456
12214422,-1.6148129,-1.6378654,-1.7814823,-1.2855211,-1.1024125
12214423,-.22159544,-.22447349,-.54795581,.12761541,-.11957811
12214424,-1.0393631,-1.0812992,-1.5781442,-.44665486,-.61038941
12214527,.2417597,.53925145,.45541814,.55436331,-.43334207
12214528,,,,,
12224229,1.252921,1.3005229,1.1707712,1.2645377,.81938893
12224230,1.2491419,1.1443999,1.128323,1.0146362,1.1204065
12231101,1.1539656,1.1277062,1.1488428,.96285623,.88505298
12231102,1.0820892,1.241346,1.2184989,1.1059977,.45325193
12301203,-.50638199,-.038342316,-.27036616,.19856782,-1.3111194
12301204,.85854077,.63169545,.46274179,.72014672,1.107884
12301205,.76957774,.81361699,.67993569,.84361213,.47834533
12301206,1.2703968,1.1645089,1.0548099,1.1258045,1.1480753
12302107,.30031615,.4947544,.45875642,.46770155,-.18252088
12302108,-1.1615732,-1.1695793,-1.638525,-.55158406,-.77190012
12302109,-1.9767581,-1.7982817,-2.1036146,-1.2637782,-1.7642477
